,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive_s_h,p_bias,p_output_db,p_hpf_freq,p_hpf_reso,p_hat_drive_s_h,p_hat_bias,p_hat_output_db,p_hat_hpf_freq,p_hat_hpf_reso,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
63,63,audio_63.wav,0.575997531414032,0.4477725923061371,0.7455048561096191,0.2207704037427902,0.1695073246955871,-0.2270021885633468,0.06320453,0.17459488,0.2001419,0.7144963,0.36721885,0.1543658,0.7783265,0.4289807,0.7017211,0.56220734,-1,6.38956,5.441422,#a3377f,1.9593008,0.110297255,#3bbb7f,7.7310553,10.950347,#da697f,9.218886,10.255952,#bb387f,6.985519,9.093051,#ba357f
64,64,audio_64.wav,0.575997531414032,0.4477725923061371,0.7331491708755493,0.1960879266262054,0.1571516394615173,-0.2516846656799316,0.34501958,0.02657479,0.9329193,0.5505001,0.8574105,0.18443288,0.78407025,0.46945637,0.5825489,0.35917884,-1,6.7444177,7.933427,#aba87f,2.687693,-2.1312141,#50687f,6.220436,12.784652,#a19f7f,8.678316,12.52355,#ac947f,6.598205,11.446614,#b0957f
65,65,audio_65.wav,0.575997531414032,0.4477725923061371,0.7468235492706299,0.2248818129301071,0.1708260178565979,-0.2228907793760299,0.5140897,0.10600275,0.17849302,0.67205423,0.73029363,0.18278016,0.7672843,0.4351881,0.74437886,0.6637596,-1,8.231021,7.499921,#ce947f,1.2896056,-2.658818,#28547f,7.3081455,13.803363,#cabe7f,10.122249,12.844694,#d3a17f,8.100374,11.691238,#d69f7f
66,66,audio_66.wav,0.575997531414032,0.4477725923061371,0.6749520301818848,0.293088287115097,0.0989544987678527,-0.15468430519104,0.89348847,0.68389475,0.070463836,0.27180547,0.6863033,0.21698013,0.75866073,0.47175837,0.29796976,0.13472994,-1,3.6488914,5.7987285,#62477f,4.619193,0.60919875,#88cd7f,5.498444,9.621325,#86417f,6.3293304,9.958019,#6d2c7f,4.0857196,9.122316,#6f367f
67,67,audio_67.wav,0.575997531414032,0.4477725923061371,0.6896750330924988,0.2384193986654281,0.1136775016784668,-0.2093531936407089,0.32729852,0.501452,0.17015934,0.3255759,0.67637247,0.24341331,0.75016254,0.4876473,0.37430134,0.19090709,-1,3.8190665,8.714542,#66cb7f,5.5098305,-2.1074607,#a1697f,3.607194,11.878025,#3f847f,5.8984027,12.806131,#61a07f,3.6828876,11.655582,#659d7f
68,68,audio_68.wav,0.575997531414032,0.4477725923061371,0.7473635077476501,0.2260773777961731,0.1713659763336181,-0.221695214509964,0.20595765,0.29902345,0.5475161,0.6881201,0.5384787,0.18420063,0.76861167,0.43976694,0.7454061,0.65334356,-1,8.541417,8.151721,#d6b27f,1.4918628,-3.2607002,#2e3e7f,7.008017,14.143757,#bfc87f,9.992022,13.342858,#d0b67f,8.042382,12.277487,#d5b77f
69,69,audio_69.wav,0.575997531414032,0.4477725923061371,0.6339606642723083,0.35491943359375,0.0579631328582763,-0.092853158712387,0.62190634,0.026248455,0.9341125,0.008210301,0.92733437,0.17903508,0.7450324,0.45056877,0.13429464,0.06415143,-1,-0.24972954,6.5448055,#06697f,8.740999,1.6322631,#fef37f,1.9434452,7.6223683,#01057f,2.383888,11.085143,#025a7f,-0.08649513,8.63863,#04237f
70,70,audio_70.wav,0.575997531414032,0.4477725923061371,0.6961089372634888,0.2360468208789825,0.1201114058494567,-0.2117257714271545,0.8155134,0.31222486,0.169128,0.32600266,0.27024674,0.18849415,0.78907996,0.47188073,0.40201214,0.17605114,-1,4.215228,9.083828,#6fdc7f,5.3229856,-1.5713133,#9c7d7f,4.0888844,11.228545,#51717f,6.1728415,12.396919,#688f7f,3.9962444,11.163381,#6d897f
71,71,audio_71.wav,0.575997531414032,0.4477725923061371,0.7471812963485718,0.2211578786373138,0.1711837649345398,-0.2266147136688232,0.7170527,0.9103722,0.10014123,0.6100803,0.4872375,0.19232787,0.7693261,0.45312616,0.71935374,0.60456455,-1,7.702726,8.107234,#c2b07f,1.8501354,-2.8610015,#384d7f,6.6927857,13.724556,#b3bb7f,9.509207,13.1363325,#c3ad7f,7.501185,11.917224,#c7a87f
72,72,audio_72.wav,0.575997531414032,0.4477725923061371,0.7467249035835266,0.1934080719947815,0.1707273721694946,-0.2543645203113556,0.21399462,0.97862387,0.50448483,0.5577709,0.5388878,0.17474522,0.77757514,0.44820052,0.68730336,0.53036946,-1,6.5467105,7.957468,#a6a97f,2.915675,-1.8585309,#57727f,6.092034,12.445027,#9d957f,8.443436,12.20562,#a6877f,6.301406,11.194348,#a88b7f
73,73,audio_73.wav,0.575997531414032,0.4477725923061371,0.6565113067626953,0.3218874037265777,0.0805137753486633,-0.1258851885795593,0.798807,0.795789,0.5431622,0.21153003,0.13835561,0.17303248,0.76523614,0.44843724,0.20346378,0.088077836,-1,2.5921276,7.456811,#49927f,6.211431,-0.36796123,#b6a97f,3.6984065,9.926899,#434a7f,5.1085243,11.378788,#4c667f,2.7401361,10.386409,#4c6a7f
74,74,audio_74.wav,0.575997531414032,0.4477725923061371,0.6889263987541199,0.239694058895111,0.1129288673400878,-0.208078533411026,0.50900495,0.5080294,0.031009376,0.2855522,0.585899,0.23723745,0.75420785,0.48513383,0.36712095,0.18259642,-1,3.543022,9.089475,#5fdc7f,5.8438883,-2.1199892,#ab687f,3.1887572,11.982501,#30877f,5.4690037,13.191494,#55af7f,3.5303726,12.046241,#61ad7f
75,75,audio_75.wav,0.575997531414032,0.4477725923061371,0.7471493482589722,0.2229876667261123,0.1711518168449401,-0.2247849255800247,0.6352809,0.9252489,0.5994577,0.67264044,0.73318064,0.19054702,0.7663452,0.4425616,0.7412104,0.6559609,-1,8.225036,7.3144407,#ce8c7f,1.1921476,-2.433237,#255d7f,7.4961843,13.517745,#d1b57f,10.17983,12.570297,#d5967f,8.08707,11.537936,#d6997f
76,76,audio_76.wav,0.575997531414032,0.4477725923061371,0.7312029004096985,0.219388723373413,0.1552053689956665,-0.228383868932724,0.45616043,0.46748483,0.39157462,0.50937605,0.21358734,0.1962266,0.7821327,0.4773556,0.57261914,0.33944178,-1,6.7132187,8.861936,#aad27f,3.3069253,-2.8904908,#624c7f,5.4003673,13.371447,#83b17f,8.256495,13.5050955,#a1bc7f,6.1479917,12.416766,#a4bc7f
77,77,audio_77.wav,0.575997531414032,0.4477725923061371,0.6220295429229736,0.2935898602008819,0.0460320115089416,-0.1541827321052551,0.6219136,0.5167464,0.061395705,0.120109975,0.75697094,0.27879152,0.6896269,0.47353244,0.14971608,0.086647876,-1,1.7806027,8.879301,#36d37f,7.3523693,-1.2814806,#d6877f,2.2095716,10.470686,#0b5a7f,3.949715,12.622994,#2c987f,1.640553,11.516604,#30987f
78,78,audio_78.wav,0.575997531414032,0.4477725923061371,0.7021948099136353,0.2295874953269958,0.1261972784996032,-0.2181850969791412,0.51864964,0.31198847,0.10096574,0.38442427,0.9414164,0.2309174,0.7582493,0.48948193,0.42618778,0.22522017,-1,5.017901,8.441165,#82bf7f,4.5051746,-2.0489593,#846b7f,4.653613,12.025182,#67897f,6.927882,12.651673,#7d9a7f,4.814136,11.498313,#82977f
79,79,audio_79.wav,0.575997531414032,0.4477725923061371,0.6282908320426941,0.3680165112018585,0.0522933006286621,-0.0797560811042785,0.030332088,0.2187463,0.32155275,0.009539068,0.062256277,0.1749148,0.7332526,0.44487587,0.11488164,0.06192946,-1,1.3044604,6.0307417,#2a527f,6.8665776,1.3371884,#c8e87f,3.8088703,8.124432,#47147f,4.0883775,9.95308,#302c7f,1.7440842,8.787531,#33297f
80,80,audio_80.wav,0.575997531414032,0.4477725923061371,0.6936005353927612,0.2335675209760666,0.1176030039787292,-0.2142050713300705,0.703175,0.5071354,0.67605287,0.3288074,0.76160747,0.26207364,0.73744315,0.49531493,0.3910678,0.2151128,-1,4.019309,8.709736,#6bcb7f,5.4083266,-2.0282567,#9e6c7f,3.742711,11.908881,#44857f,6.116822,12.8821,#67a37f,3.8647428,11.75028,#69a17f
81,81,audio_81.wav,0.575997531414032,0.4477725923061371,0.6956790685653687,0.2391902506351471,0.1196815371513366,-0.20858234167099,0.6537896,0.6300882,0.110881984,0.3818934,0.06846589,0.20062849,0.7852412,0.47717133,0.4011556,0.17396821,-1,6.3894057,9.329355,#a3e77f,3.9781961,-3.1984377,#75417f,4.540804,13.35394,#62b07f,7.4877877,13.8052225,#8cc87f,5.5390377,12.826872,#94cd7f
82,82,audio_82.wav,0.575997531414032,0.4477725923061371,0.6605879664421082,0.2506742477416992,0.0845904350280761,-0.1970983445644378,0.49891168,0.5212943,0.43482512,0.23103583,0.6236471,0.30296516,0.69125366,0.48939374,0.2557213,0.15045458,-1,3.2111838,8.783194,#57ce7f,6.146867,-1.9557166,#b46e7f,3.0883002,11.455895,#2c787f,5.2263236,12.937032,#4fa57f,3.0514581,11.883689,#54a77f
83,83,audio_83.wav,0.575997531414032,0.4477725923061371,0.7284440994262695,0.221225693821907,0.1524465680122375,-0.22654689848423,0.17821002,0.112541854,0.0092615485,0.5055091,0.6237371,0.18107422,0.7852638,0.4671442,0.55839634,0.33418545,-1,5.873676,7.0953627,#96827f,3.113503,-1.1873795,#5c8b7f,6.1514764,11.743142,#9f807f,8.175926,11.6908655,#9f727f,5.9177866,10.488784,#9e6e7f
84,84,audio_84.wav,0.575997531414032,0.4477725923061371,0.7482807636260986,0.2185559272766113,0.1722832322120666,-0.2292166650295257,0.6797481,0.5804581,0.19898438,0.95798904,0.20461506,0.17964341,0.781053,0.45426795,0.7086041,0.53717846,-1,9.441839,9.200254,#ebe17f,1.058918,-4.659974,#210b7f,6.971968,15.649791,#bdf57f,10.74018,14.726035,#e4ee7f,8.579012,13.678408,#e3f07f
85,85,audio_85.wav,0.575997531414032,0.4477725923061371,0.6572490334510803,0.2587893009185791,0.0812515020370483,-0.1889832913875579,0.4282955,0.56014526,0.6972452,0.19460678,0.116300225,0.26400843,0.7187219,0.4786234,0.2440295,0.12528078,-1,3.3587096,9.578347,#5bf27f,6.514594,-2.489503,#be5b7f,2.6727073,12.195522,#1c8e7f,5.0660157,13.446803,#4bba7f,3.0269375,12.4745865,#54bf7f
86,86,audio_86.wav,0.575997531414032,0.4477725923061371,0.5964929461479187,0.4039508402347564,0.0204954147338867,-0.0438217520713806,0.5513599,0.5284994,0.495035,0.036063075,0.5369859,0.2423239,0.6859364,0.46279198,0.08383008,0.05532888,-1,-0.39541098,6.786938,#02747f,8.679683,1.7619654,#fdf87f,2.1935203,7.460478,#0a007f,2.3010216,11.0376,#00587f,-0.20784287,8.789908,#00297f
87,87,audio_87.wav,0.575997531414032,0.4477725923061371,0.7474691271781921,0.2239812314510345,0.1714715957641601,-0.2237913608551025,0.6813844,0.5541957,0.88923997,0.7216834,0.7315914,0.19285208,0.76649916,0.4384327,0.7500827,0.67008895,-1,8.573079,7.707719,#d69e7f,1.1660153,-2.9691064,#24497f,7.3049893,14.00845,#cac47f,10.255558,13.03358,#d7a97f,8.293593,12.108837,#dbb07f
88,88,audio_88.wav,0.575997531414032,0.4477725923061371,0.7363787889480591,0.1930055916309356,0.1603812575340271,-0.2547670006752014,0.5221937,0.67001253,0.2995993,0.5761756,0.872247,0.18945217,0.78506285,0.47365457,0.6006027,0.36554667,-1,6.8690276,7.578892,#ae987f,2.3147106,-1.9325347,#456f7f,6.540583,12.806446,#ada07f,8.975541,12.327719,#b48c7f,6.8839865,11.230736,#b78c7f
89,89,audio_89.wav,0.575997531414032,0.4477725923061371,0.602246105670929,0.3962277770042419,0.0262485742568969,-0.0515448153018951,0.46824723,0.54282475,0.5624199,0.07989693,0.29592878,0.22510742,0.694991,0.45838672,0.086944856,0.055718955,-1,0.22855324,7.1170206,#11837f,8.491117,1.220619,#f7e47f,2.1352422,8.205892,#08177f,2.9973266,11.334318,#13647f,0.18391767,9.242436,#0b3b7f
90,90,audio_90.wav,0.575997531414032,0.4477725923061371,0.6920480132102966,0.2401738613843917,0.1160504817962646,-0.2075987309217453,0.9094301,0.80730146,0.7335857,0.3651911,0.31001878,0.21207449,0.7723401,0.4793443,0.38271508,0.17677325,-1,3.8594573,5.7352486,#67447f,4.353283,0.6929269,#80d07f,5.7100096,9.698187,#8e437f,6.626207,9.946415,#752b7f,4.360738,9.069481,#76347f
91,91,audio_91.wav,0.575997531414032,0.4477725923061371,0.7465779185295105,0.2266391515731811,0.1705803871154785,-0.2211334407329559,0.79473484,0.1496306,0.8203193,0.79969615,0.5404104,0.1739984,0.7701175,0.4297373,0.7532143,0.66529924,-1,9.578387,8.612147,#eec77f,0.75128657,-4.0790896,#18207f,7.3734975,15.262154,#cde97f,10.886879,14.181444,#e8d87f,8.833087,12.97087,#e9d37f
92,92,audio_92.wav,0.575997531414032,0.4477725923061371,0.737858772277832,0.1961800158023834,0.1618612408638,-0.2515925765037536,0.90361553,0.5493002,0.3981567,0.98511416,0.8570159,0.1637817,0.8001814,0.45492157,0.62016994,0.3621866,-1,6.276493,4.776382,#a0197f,1.7217816,0.8046159,#34d47f,8.1339445,10.460773,#e95a7f,9.231262,9.562816,#bb1c7f,6.9700537,8.484554,#b91c7f
93,93,audio_93.wav,0.575997531414032,0.4477725923061371,0.5980409383773804,0.4071605801582336,0.0220434069633483,-0.0406120121479034,0.36968642,0.7510867,0.18202549,0.07275742,0.5641063,0.22393656,0.6922838,0.45874107,0.08147817,0.053198546,-1,0.23609184,7.1085715,#11827f,8.386008,1.2224202,#f4e47f,2.2033165,8.204373,#0b177f,2.985045,11.289318,#12627f,0.250799,9.139905,#0c377f
94,94,audio_94.wav,0.575997531414032,0.4477725923061371,0.6924430727958679,0.2819758355617523,0.1164455413818359,-0.1657967567443847,0.0052075386,0.80810237,0.44310796,0.29630953,0.45383537,0.18160325,0.7916846,0.4680657,0.37616688,0.1575184,-1,3.9180784,5.1066084,#68287f,4.264232,1.2579066,#7de57f,6.088342,9.189317,#9c347f,6.660898,9.455493,#76177f,4.4012165,8.4371605,#771b7f
95,95,audio_95.wav,0.575997531414032,0.4477725923061371,0.7146020531654358,0.2300726920366287,0.1386045217514038,-0.2176999002695083,0.85538673,0.61553544,0.7180721,0.5549533,0.2634951,0.17967463,0.795465,0.4694579,0.49472994,0.2462852,-1,5.714199,6.830909,#93767f,3.1076274,-0.8140057,#5c997f,6.32212,11.544353,#a57a7f,8.206058,11.390634,#9f667f,5.906852,10.22112,#9e637f
96,96,audio_96.wav,0.575997531414032,0.4477725923061371,0.7464882135391235,0.2260717749595642,0.1704906821250915,-0.2217008173465728,0.9142003,0.3379143,0.032375753,0.78662825,0.8912871,0.17774108,0.76572263,0.42735484,0.7454283,0.67643887,-1,5.8743253,4.4310074,#96097f,2.1140473,1.2030066,#40e37f,8.070579,9.895573,#e7497f,9.0031185,9.257981,#b50f7f,6.658461,8.146053,#b10f7f
97,97,audio_97.wav,0.575997531414032,0.4477725923061371,0.7447654604911804,0.1554725021123886,0.1687679290771484,-0.2923000901937485,0.90469235,0.6902716,0.06116432,0.8209981,0.3838467,0.16799775,0.7862838,0.4509082,0.6625881,0.45614,-1,6.780035,5.258466,#ac2e7f,1.628098,0.24113119,#32bf7f,8.007039,11.037596,#e46b7f,9.481623,10.215725,#c2367f,7.195051,9.077493,#bf357f
98,98,audio_98.wav,0.575997531414032,0.4477725923061371,0.6117240786552429,0.3826863467693329,0.0357265472412109,-0.0650862455368042,0.3359818,0.56500894,0.7278472,0.027821422,0.27877158,0.20887527,0.70926446,0.45348552,0.099534325,0.059517123,-1,-0.27569792,6.8434653,#05767f,8.651134,1.6399456,#fcf37f,2.2013032,7.5557013,#0b037f,2.3806148,11.004186,#02567f,-0.12961659,8.761005,#02287f
99,99,audio_99.wav,0.575997531414032,0.4477725923061371,0.6250672936439514,0.2855564653873443,0.0490697622299194,-0.1622161269187927,0.5218772,0.3984971,0.63693905,0.13214386,0.685775,0.30063832,0.67349166,0.4786674,0.15876335,0.099409476,-1,1.9750501,9.02743,#3ad97f,7.3088255,-1.6207734,#d57b7f,2.0544016,10.729964,#05627f,4.0110025,12.869775,#2ea27f,1.8421239,11.764696,#35a27f
100,100,audio_100.wav,0.575997531414032,0.4477725923061371,0.7477982044219971,0.2184652537107467,0.1718006730079651,-0.2293073385953903,0.39994705,0.4057355,0.46206582,0.6158088,0.72508466,0.1954473,0.77004194,0.45648116,0.7181371,0.5959753,-1,7.366417,7.4303794,#ba917f,1.8682013,-2.0336025,#396c7f,6.9542603,13.027563,#bda77f,9.385321,12.3085785,#bf8c7f,7.3229904,11.242653,#c28d7f
101,101,audio_101.wav,0.575997531414032,0.4477725923061371,0.6957141160964966,0.2388919293880462,0.1197165846824646,-0.2088806629180908,0.9752462,0.63314235,0.44701022,0.3883732,0.77395064,0.19333638,0.7818655,0.47340694,0.39996618,0.18464988,-1,3.6606765,4.845482,#621c7f,4.261382,1.4966348,#7dee7f,6.163682,8.993626,#9f2e7f,6.702213,9.287611,#77117f,4.3458076,8.332699,#76167f
102,102,audio_102.wav,0.575997531414032,0.4477725923061371,0.6323789954185486,0.3631750047206878,0.0563814640045166,-0.0845975875854492,0.9571828,0.79502624,0.43675327,0.028798103,0.57836616,0.16874476,0.7402853,0.44401562,0.12037693,0.062192168,-1,1.9695709,5.622836,#3a3f7f,6.245147,1.414556,#b6eb7f,4.4090443,8.188134,#5d167f,4.636056,9.618461,#3f1e7f,2.307411,8.567446,#41207f
103,103,audio_103.wav,0.575997531414032,0.4477725923061371,0.7361680269241333,0.1947109252214431,0.1601704955101013,-0.2530616670846939,0.03496927,0.43375617,0.35447258,0.85537314,0.49179292,0.1635567,0.79854846,0.4557222,0.6083548,0.35478967,-1,6.381167,5.1013584,#a2277f,1.9384525,0.36070716,#3bc47f,7.8859997,10.654841,#e0607f,9.099789,9.980946,#b82d7f,6.958858,8.937116,#b92f7f
104,104,audio_104.wav,0.575997531414032,0.4477725923061371,0.6839826107025146,0.2880623042583465,0.1079850792884826,-0.1597102880477905,0.12495321,0.13670778,0.044686913,0.3477673,0.3541388,0.18239935,0.78906065,0.46412364,0.3339938,0.13428438,-1,4.3088164,6.327893,#715f7f,4.3550715,0.070642605,#80b97f,5.6296606,10.212801,#8b537f,6.779086,10.592262,#79467f,4.645785,9.622615,#7d4b7f
105,105,audio_105.wav,0.575997531414032,0.4477725923061371,0.6283801794052124,0.341283768415451,0.0523826479911804,-0.106488823890686,0.3792981,0.46960562,0.11918342,0.13446349,0.3080135,0.2284224,0.71575886,0.45871502,0.14918265,0.07973321,-1,1.8906021,8.175344,#38b37f,7.0238113,-0.7942915,#cd997f,2.8157914,10.02877,#224d7f,4.1566377,11.875778,#327a7f,1.9298311,10.999694,#37837f
106,106,audio_106.wav,0.575997531414032,0.4477725923061371,0.7329138517379761,0.2206057012081146,0.1569163203239441,-0.2271668910980224,0.3176152,0.44043177,0.9911296,0.5240569,0.5491315,0.18483888,0.78532004,0.47065753,0.58247125,0.35200462,-1,6.788338,8.618698,#acc77f,3.0259771,-2.8153274,#5a4f7f,5.6545424,13.410123,#8cb27f,8.540232,13.362893,#a8b67f,6.46453,12.18426,#acb37f
107,107,audio_107.wav,0.575997531414032,0.4477725923061371,0.6091800332069397,0.3821232914924621,0.0331825017929077,-0.0656493008136749,0.32939595,0.26885992,0.362095,0.038765073,0.35286194,0.21888807,0.703997,0.45632827,0.09775011,0.059326354,-1,0.024595821,6.900175,#0c797f,8.399878,1.4590201,#f4ec7f,2.2817354,7.8451595,#0e0c7f,2.8093073,11.0647,#0e597f,0.03448348,9.024151,#07327f
108,108,audio_108.wav,0.575997531414032,0.4477725923061371,0.6075403094291687,0.3798878788948059,0.0315427780151367,-0.0678847134113311,0.6381587,0.85518765,0.5963616,0.10238296,0.80731046,0.23611243,0.69334537,0.45889133,0.10164393,0.06363325,-1,1.8309194,8.961008,#37d67f,7.486663,-1.4148048,#da827f,2.1387427,10.503626,#085b7f,4.036121,12.616594,#2f987f,1.5871658,11.607797,#2f9b7f
109,109,audio_109.wav,0.575997531414032,0.4477725923061371,0.7477014660835266,0.2230895608663559,0.1717039346694946,-0.2246830314397812,0.4434198,0.9744914,0.7960893,0.9543556,0.7631567,0.18589796,0.77497196,0.45233077,0.7320904,0.59701943,-1,9.971306,8.137935,#f7b17f,0.18739574,-3.9883642,#08237f,8.169589,15.196035,#eae77f,11.514582,13.797978,#f9c87f,9.344065,12.783818,#f6cb7f
110,110,audio_110.wav,0.575997531414032,0.4477725923061371,0.6674925088882446,0.2982211410999298,0.0914949774742126,-0.1495514512062072,0.0080705285,0.38812113,0.18455702,0.2435624,0.6358466,0.22671375,0.7437005,0.4711692,0.26999667,0.12844026,-1,3.0062203,5.158251,#532a7f,5.0401754,1.4333601,#94eb7f,5.4136333,8.726686,#83267f,5.872624,9.361155,#60147f,3.547177,8.392382,#61197f
111,111,audio_111.wav,0.575997531414032,0.4477725923061371,0.7091938853263855,0.2270593494176864,0.1331963539123535,-0.2207132428884506,0.7858862,0.27744812,0.2611519,0.47248977,0.9092193,0.21633376,0.7702517,0.48626602,0.4628274,0.24547859,-1,5.2554197,7.7468014,#889f7f,4.028455,-1.4924916,#777f7f,5.246127,11.675239,#7d7e7f,7.313227,11.969598,#877e7f,5.1858582,11.00516,#8b837f
112,112,audio_112.wav,0.575997531414032,0.4477725923061371,0.711998701095581,0.2310828268527984,0.136001169681549,-0.2166897654533386,0.10768974,0.64294493,0.85040045,0.5157385,0.82351017,0.18709928,0.7881578,0.4726461,0.4755681,0.2437588,-1,5.7135153,6.538994,#93697f,3.0370688,-0.45045236,#5aa67f,6.5057254,11.32934,#ac747f,8.145126,11.008746,#9e577f,5.8743997,9.892978,#9d567f
113,113,audio_113.wav,0.575997531414032,0.4477725923061371,0.6315252184867859,0.3608627915382385,0.0555276870727539,-0.0869098007678985,0.32300586,0.66595906,0.8026998,0.01702249,0.22465134,0.1752765,0.7404166,0.44700274,0.12406818,0.062523305,-1,-0.40068594,6.725436,#02717f,8.5182,1.8295473,#f8fa7f,2.2642882,7.614644,#0d057f,2.5014558,10.894013,#05527f,0.14739496,8.7086115,#0a267f
114,114,audio_114.wav,0.575997531414032,0.4477725923061371,0.7293040752410889,0.2227651327848434,0.1533065438270568,-0.2250074595212936,0.41688442,0.22041243,0.031981647,0.7104632,0.02154845,0.17637919,0.79641885,0.46825027,0.57221055,0.3120226,-1,8.593268,9.468052,#d7ed7f,2.0460951,-4.4408846,#3e137f,6.164338,15.20868,#9fe87f,9.690179,14.670986,#c8ec7f,7.687104,13.590432,#ccec7f
115,115,audio_115.wav,0.575997531414032,0.4477725923061371,0.7469945549964905,0.2273056358098983,0.1709970235824585,-0.2204669564962387,0.33585286,0.8552172,0.020477355,0.92871994,0.87058705,0.18054473,0.76979494,0.43285564,0.75552493,0.66755503,-1,10.203017,7.9062757,#fda77f,0.010880326,-3.9046624,#03267f,8.348683,15.1513405,#f1e67f,11.655327,13.619996,#fdc17f,9.5832,12.598618,#fcc47f
116,116,audio_116.wav,0.575997531414032,0.4477725923061371,0.610550045967102,0.3824433982372284,0.03455251455307,-0.0653291940689086,0.037505627,0.8938645,0.10325509,0.06851292,0.70755476,0.21337219,0.70434994,0.45391235,0.09951665,0.06083468,-1,1.9621199,5.24047,#3a2e7f,6.175776,1.6867452,#b4f57f,4.6001034,7.94506,#650f7f,4.6904807,9.347412,#40137f,2.3591416,8.275318,#43147f
117,117,audio_117.wav,0.575997531414032,0.4477725923061371,0.7467759251594543,0.2261103987693786,0.1707783937454223,-0.2216621935367584,0.67965615,0.16452575,0.906017,0.7440124,0.4976126,0.18019252,0.76981175,0.43482706,0.75109494,0.6613657,-1,9.463194,8.503631,#ebc27f,0.70424914,-3.8493044,#17287f,7.5831084,15.022759,#d4e27f,10.764461,13.870547,#e5cb7f,8.913554,12.760813,#ebca7f
