,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive,p_muffle,p_output_db,p_hat_drive,p_hat_muffle,p_hat_output_db,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
72,72,audio_72.wav,0.6104051470756531,0.4509032666683197,0.527460515499115,0.55632084608078,-0.082944631576538,0.1054175794124603,0.59776115,0.043899834,0.9296175,0.649201,0.4007996,0.41633198,-1,-2.0718284,11.682355,#06677f,-2.6035838,15.685147,#09727f,3.4526563,15.410607,#11d67f,11.509815,19.21924,#f6a37f,1.8375752,16.89053,#08797f
73,73,audio_73.wav,0.6104051470756531,0.4509032666683197,0.4523143470287323,0.624447762966156,-0.1580908000469207,0.1735444962978363,0.4093632,0.9014971,0.88198704,0.77147335,0.7979055,0.5495795,-1,5.0283456,13.696791,#f7c77f,4.4641957,17.153801,#fac07f,10.359986,14.02692,#f7737f,4.6360464,19.434986,#0db07f,8.904234,17.94516,#f9b47f
74,74,audio_74.wav,0.6104051470756531,0.4509032666683197,0.4963269233703613,0.5794269442558289,-0.1140782237052917,0.1285236775875091,0.92683744,0.587245,0.27060276,0.73183924,0.55148196,0.46151504,-1,1.5532334,13.877454,#81d07f,1.5048934,17.646336,#95da7f,7.647907,15.837157,#9df57f,7.5309944,20.346292,#6fe77f,6.006494,19.137863,#96f67f
75,75,audio_75.wav,0.6104051470756531,0.4509032666683197,0.5086714029312134,0.5719223618507385,-0.1017337441444397,0.1210190951824188,0.2629183,0.56991065,0.97955513,0.70931363,0.48901212,0.4425205,-1,2.316141,12.008162,#9b777f,1.6726354,15.968871,#9b817f,7.10037,13.962626,#8a6f7f,7.4871445,18.484144,#6e777f,5.8665314,16.96392,#917d7f
76,76,audio_76.wav,0.6104051470756531,0.4509032666683197,0.4584005773067474,0.6153273582458496,-0.1520045697689056,0.1644240915775299,0.7730972,0.8776389,0.4000522,0.7601518,0.75727093,0.5252919,-1,4.5421786,14.5029955,#e7ee7f,4.0471816,18.08793,#ecf27f,10.040444,15.114862,#ecc17f,4.873762,20.408165,#15eb7f,8.501484,18.970503,#ebed7f
77,77,audio_77.wav,0.6104051470756531,0.4509032666683197,0.4679000973701477,0.6121327877044678,-0.1425050497055053,0.161229521036148,0.07286078,0.86606115,0.024154007,0.7175819,0.7043018,0.48056093,-1,3.9480183,12.215808,#d2807f,3.4549336,15.869411,#d77c7f,8.788499,13.348826,#c2437f,5.655372,18.344898,#306f7f,7.622231,16.866642,#cd787f
78,78,audio_78.wav,0.6104051470756531,0.4509032666683197,0.4721613526344299,0.6057497262954712,-0.1382437944412231,0.1548464596271515,0.24398053,0.93343645,0.8177609,0.7589943,0.67878073,0.503549,-1,3.7545407,13.543121,#ccc07f,3.3844318,16.480392,#d59c7f,9.169113,14.008868,#cf727f,5.3591943,18.706547,#26847f,8.040018,17.54554,#db9e7f
79,79,audio_79.wav,0.6104051470756531,0.4509032666683197,0.4721625447273254,0.6057024002075195,-0.1382426023483276,0.1547991335391998,0.7411288,0.7382967,0.4619559,0.7539376,0.67800516,0.49959174,-1,3.7921033,14.053079,#cdd87f,3.0422752,17.732689,#c9df7f,9.374706,15.464339,#d6da7f,5.881872,20.608522,#37f77f,7.6602025,18.712353,#cede7f
80,80,audio_80.wav,0.6104051470756531,0.4509032666683197,0.4810964465141296,0.598116397857666,-0.1293087005615234,0.1472131311893463,0.08312756,0.6414703,0.885133,0.6735833,0.6268778,0.45154393,-1,3.2757435,11.3040085,#bc557f,2.4731083,14.975958,#b64c7f,7.437801,12.79736,#961b7f,6.7377725,17.40764,#54377f,6.821602,16.039679,#b24a7f
81,81,audio_81.wav,0.6104051470756531,0.4509032666683197,0.4598392248153686,0.6222195625305176,-0.1505659222602844,0.1713162958621978,0.6888583,0.8588281,0.6695898,0.7642106,0.7521104,0.52770895,-1,3.1759868,14.598351,#b8f27f,3.4050677,18.17502,#d6f77f,9.637884,15.679198,#dfe97f,5.740932,20.550753,#33f37f,7.76057,19.291533,#d2ff7f
82,82,audio_82.wav,0.6104051470756531,0.4509032666683197,0.4533237516880035,0.6198704838752747,-0.1570813953876495,0.1689672172069549,0.630734,0.84097385,0.89263314,0.74777746,0.79340684,0.5304502,-1,3.8882353,14.161157,#d0dd7f,3.726291,17.94395,#e1ea7f,9.966928,15.256103,#e9cb7f,4.9968786,20.406239,#19ea7f,8.215239,18.75461,#e1e17f
83,83,audio_83.wav,0.6104051470756531,0.4509032666683197,0.5339621901512146,0.5514475107192993,-0.0764429569244384,0.1005442440509796,0.7133186,0.3633886,0.3442756,0.6420514,0.37118998,0.41241983,-1,0.08785073,12.282338,#50847f,-0.49190068,16.063946,#51867f,5.4021926,15.194328,#52c77f,9.350156,18.871794,#ad8e7f,3.8196552,17.187298,#4b8a7f
84,84,audio_84.wav,0.6104051470756531,0.4509032666683197,0.5086714029312134,0.5719223618507385,-0.1017337441444397,0.1210190951824188,0.8489068,0.43082738,0.5876596,0.70769775,0.4873804,0.44260922,-1,0.9227263,13.255738,#6cb27f,0.36999145,17.044199,#6eba7f,6.4608808,15.388316,#75d57f,8.524287,19.622383,#91bb7f,4.8187847,18.19121,#6dc17f
85,85,audio_85.wav,0.6104051470756531,0.4509032666683197,0.5644237399101257,0.4848271310329437,-0.0459814071655273,0.033923864364624,0.34435797,0.036609292,0.66385984,0.26835313,0.23390453,0.44540447,-1,-1.8521273,11.30578,#0e557f,-2.2824035,15.41013,#14637f,3.4388206,15.20499,#11c77f,11.209437,18.700026,#ec847f,1.9951348,16.461119,#0d627f
86,86,audio_86.wav,0.6104051470756531,0.4509032666683197,0.5208315849304199,0.5615013241767883,-0.0895735621452331,0.1105980575084686,0.35683626,0.37334162,0.17107624,0.66177225,0.4316395,0.4221,-1,0.61501193,12.52792,#618f7f,0.2887921,16.20044,#6b8d7f,6.1664553,15.287805,#6bcd7f,8.790124,19.321121,#9aa97f,4.5637274,17.813034,#65ad7f
87,87,audio_87.wav,0.6104051470756531,0.4509032666683197,0.4810905754566192,0.5956349968910217,-0.1293145716190338,0.144731730222702,0.6425613,0.65291417,0.17478609,0.72670615,0.62960476,0.47134236,-1,3.4014473,13.188289,#c0af7f,2.851525,16.514843,#c39e7f,8.6778145,14.197364,#bf7f7f,6.412685,19.335861,#49aa7f,7.0194373,17.774601,#b8aa7f
88,88,audio_88.wav,0.6104051470756531,0.4509032666683197,0.48502978682518,0.5908862352371216,-0.125375360250473,0.1399829685688018,0.29329258,0.65070385,0.051415026,0.707983,0.6067206,0.4580901,-1,3.2324936,11.92228,#ba727f,2.4067593,15.670994,#b4717f,8.0497055,13.530552,#aa507f,6.5992885,18.076244,#505f7f,6.948612,16.759533,#b6727f
89,89,audio_89.wav,0.6104051470756531,0.4509032666683197,0.5362468361854553,0.5528042912483215,-0.0741583108901977,0.1019010245800018,0.4260701,0.17861813,0.33561772,0.5030074,0.35852152,0.4228478,-1,-1.3477948,10.633219,#1f357f,-1.800191,14.809793,#24437f,3.4629052,14.1521,#127c7f,10.94812,18.036646,#e35c7f,2.595549,15.918156,#21437f
90,90,audio_90.wav,0.6104051470756531,0.4509032666683197,0.5569899082183838,0.5360643863677979,-0.0534152388572692,0.0851611196994781,0.56963575,0.11185485,0.3698392,0.53028625,0.26713735,0.41292542,-1,-1.7035415,12.086882,#137a7f,-1.7325894,15.52989,#26697f,3.770993,14.991406,#1cb87f,10.801892,18.862892,#de8e7f,2.3996053,16.776354,#1b737f
91,91,audio_91.wav,0.6104051470756531,0.4509032666683197,0.4850295484066009,0.5909967422485352,-0.1253755986690521,0.1400934755802154,0.76289654,0.62185705,0.41912383,0.7248316,0.60552704,0.46750352,-1,2.3885243,14.1700735,#9ede7f,1.9351265,17.848885,#a4e57f,8.088294,15.7844305,#abf17f,6.984914,20.365385,#5de87f,6.14398,18.873196,#9be77f
92,92,audio_92.wav,0.6104051470756531,0.4509032666683197,0.5252503156661987,0.5560342073440552,-0.0851548314094543,0.1051309406757354,0.65354884,0.37653112,0.023454666,0.65244514,0.409821,0.41766086,-1,0.98869467,13.520817,#6ebf7f,0.19296496,17.183372,#68c27f,6.2733393,15.764656,#6fef7f,8.588727,19.81958,#93c77f,4.4744234,18.197325,#62c27f
93,93,audio_93.wav,0.6104051470756531,0.4509032666683197,0.5148325562477112,0.5633711218833923,-0.0955725908279419,0.1124678552150726,0.038981855,0.29917097,0.9876192,0.62795573,0.45527375,0.42136163,-1,1.1289858,10.10081,#731c7f,0.44597995,13.978671,#71177f,5.296524,12.779025,#4e1a7f,9.004423,16.80754,#a1137f,4.711176,15.193294,#6a1b7f
94,94,audio_94.wav,0.6104051470756531,0.4509032666683197,0.4601842761039734,0.6218412518501282,-0.1502208709716797,0.1709379851818084,0.9894183,0.77211875,0.7695491,0.7627611,0.74746805,0.52375126,-1,4.582854,14.391068,#e8e87f,4.153302,17.413807,#efce7f,9.979888,14.403757,#ea8e7f,5.1366568,20.066326,#1ed67f,8.295796,18.788462,#e4e37f
95,95,audio_95.wav,0.6104051470756531,0.4509032666683197,0.5538049936294556,0.5385054349899292,-0.0566001534461975,0.0876021683216095,0.84656197,0.25530702,0.5102187,0.4195991,0.282067,0.42569312,-1,-0.84944195,12.025322,#30777f,-1.7176235,16.38569,#27977f,4.511328,15.20446,#34c77f,9.918974,19.364569,#c0ac7f,3.2398906,17.11779,#37867f
96,96,audio_96.wav,0.6104051470756531,0.4509032666683197,0.4535907208919525,0.619783878326416,-0.1568144261837005,0.1688806116580963,0.26595026,0.8716534,0.16409487,0.75184053,0.7916546,0.53131825,-1,3.35098,14.401692,#bee97f,3.2336493,17.709723,#d0de7f,9.446914,15.533131,#d8df7f,5.7125535,20.290081,#32e37f,7.683806,18.923138,#cfea7f
97,97,audio_97.wav,0.6104051470756531,0.4509032666683197,0.5362758636474609,0.5531417727470398,-0.0741292834281921,0.10223850607872,0.5412276,0.21688014,0.34017515,0.5212991,0.3578302,0.42061824,-1,-0.43879357,11.770291,#3e6b7f,-1.0779604,15.75577,#3d757f,4.6759915,15.05777,#3abd7f,9.93408,18.673666,#c1827f,3.359832,16.846283,#3b777f
98,98,audio_98.wav,0.6104051470756531,0.4509032666683197,0.5540300011634827,0.4911551177501678,-0.0563751459121704,0.0402518510818481,0.74590164,0.11100739,0.6270722,0.34470877,0.27674702,0.43544394,-1,-1.2932981,11.847365,#216f7f,-1.6842256,15.372648,#28617f,4.0724854,14.816842,#26ac7f,10.591759,18.560059,#d77c7f,2.776468,16.30729,#28597f
99,99,audio_99.wav,0.6104051470756531,0.4509032666683197,0.5676270127296448,0.4845703840255737,-0.0427781343460083,0.033667117357254,0.43452293,0.14813167,0.4309796,0.30146557,0.21552497,0.43889078,-1,-0.5223639,11.906795,#3b727f,-1.3307023,15.716428,#34737f,4.6896124,15.298468,#3ace7f,10.149875,18.779512,#c8897f,3.4111729,16.947912,#3d7d7f
100,100,audio_100.wav,0.6104051470756531,0.4509032666683197,0.4652031660079956,0.6151419281959534,-0.1452019810676574,0.1642386615276336,0.14647114,0.82420796,0.6406177,0.7231641,0.719035,0.4884483,-1,3.8338661,12.528217,#cf8f7f,3.2910361,16.119312,#d2897f,9.123224,13.456517,#cd4a7f,5.333872,18.302925,#256c7f,7.6652265,17.276453,#ce8f7f
101,101,audio_101.wav,0.6104051470756531,0.4509032666683197,0.5356307029724121,0.5506841540336609,-0.0747744441032409,0.0997808873653411,0.66189677,0.28158337,0.2667325,0.65303004,0.36377394,0.41216686,-1,-0.5262664,12.583097,#3b927f,-1.0675918,16.664581,#3da67f,5.0613585,15.667186,#47e97f,9.78136,19.615631,#bcbb7f,3.3557248,17.971773,#3bb57f
102,102,audio_102.wav,0.6104051470756531,0.4509032666683197,0.5019062161445618,0.573951244354248,-0.1084989309310913,0.1230479776859283,0.65285265,0.55203575,0.47693557,0.71223027,0.52337927,0.44841054,-1,1.2991276,12.331277,#79867f,0.7522911,16.136168,#7b8a7f,6.437596,14.775234,#74a97f,8.187985,19.031267,#86987f,5.2005577,17.749947,#7aa97f
103,103,audio_103.wav,0.6104051470756531,0.4509032666683197,0.4739553928375244,0.603941023349762,-0.1364497542381286,0.1530377566814422,0.07500833,0.806276,0.74906623,0.7306067,0.6673266,0.48060146,-1,3.5517406,12.541428,#c5907f,3.0596104,16.118979,#ca897f,8.511751,13.849642,#b9677f,6.3208876,18.533249,#467a7f,7.1622443,17.046837,#bd827f
104,104,audio_104.wav,0.6104051470756531,0.4509032666683197,0.5293087959289551,0.5542025566101074,-0.081096351146698,0.1032992899417877,0.32767695,0.22280139,0.2664827,0.6329578,0.39223912,0.41334912,-1,0.3349944,11.472032,#585d7f,-0.38983753,15.4746685,#54667f,5.1702285,14.097408,#4a787f,9.155116,18.138105,#a6627f,4.119988,16.568201,#55677f
105,105,audio_105.wav,0.6104051470756531,0.4509032666683197,0.4757572710514068,0.6022214293479919,-0.1346478760242462,0.1513181626796722,0.97309756,0.64149,0.34461337,0.75585514,0.65862095,0.49721488,-1,2.4770727,14.431855,#a1ea7f,1.8076848,17.364807,#9fcb7f,8.57049,15.158237,#bbc47f,6.708235,19.349894,#53ab7f,6.6854615,18.946753,#adeb7f
106,106,audio_106.wav,0.6104051470756531,0.4509032666683197,0.5206249356269836,0.5616494417190552,-0.0897802114486694,0.1107461750507354,0.20599908,0.4405476,0.15144676,0.66260374,0.43261325,0.42232102,-1,1.788183,11.190589,#89507f,1.1133972,15.129506,#88547f,6.3444605,13.606323,#71557f,7.9187922,17.701801,#7c487f,5.5005116,16.339449,#855b7f
107,107,audio_107.wav,0.6104051470756531,0.4509032666683197,0.5536788702011108,0.5372316241264343,-0.0567262768745422,0.0863283574581146,0.49829978,0.14366186,0.91122127,0.5231729,0.2839342,0.41451573,-1,-1.653469,12.05931,#14797f,-1.8281633,15.498748,#23687f,3.8914175,15.390037,#20d57f,10.719516,19.252592,#dba57f,2.3903854,17.245356,#1a8d7f
108,108,audio_108.wav,0.6104051470756531,0.4509032666683197,0.5708074569702148,0.4848056435585022,-0.0395976901054382,0.0339023768901824,0.09243643,0.26243424,0.89050174,0.2011466,0.2047081,0.45652458,-1,1.1091106,10.463719,#722d7f,0.42998123,14.3407,#702a7f,5.54368,13.0817795,#57307f,8.753289,17.173496,#99287f,4.8210335,15.647951,#6d347f
109,109,audio_109.wav,0.6104051470756531,0.4509032666683197,0.5248066782951355,0.556397557258606,-0.0855984687805175,0.1054942905902862,0.27477866,0.40747803,0.98510385,0.6575692,0.41308802,0.41885927,-1,1.1429046,12.355568,#73877f,0.36830518,16.119177,#6e897f,6.1095843,14.881613,#69b07f,8.741988,18.880955,#988f7f,4.724444,17.368101,#6a947f
110,110,audio_110.wav,0.6104051470756531,0.4509032666683197,0.5341185331344604,0.5502065420150757,-0.0762866139411926,0.0993032753467559,0.9509625,0.3224951,0.8307711,0.61101305,0.3702968,0.41000062,-1,0.27468768,13.162155,#56ae7f,-0.17874451,17.041039,#5bba7f,5.8039503,15.815885,#5ff37f,9.160038,19.765821,#a7c47f,4.2730737,18.400534,#5bcd7f
111,111,audio_111.wav,0.6104051470756531,0.4509032666683197,0.4627252221107483,0.6145474314689636,-0.1476799249649047,0.1636441648006439,0.2560848,0.7642056,0.66294384,0.73679274,0.7346689,0.50187194,-1,4.398453,14.239036,#e2e17f,3.9253542,17.623009,#e8d97f,9.937393,13.968488,#e96f7f,4.62791,18.932663,#0d927f,8.1675,18.494236,#e0d27f
112,112,audio_112.wav,0.6104051470756531,0.4509032666683197,0.5211721658706665,0.5620135068893433,-0.0892329812049865,0.1111102402210235,0.83352774,0.27186757,0.53374916,0.64524776,0.42946875,0.4196791,-1,-0.38417578,12.429034,#3f8b7f,-0.7359143,16.584393,#48a27f,5.241754,15.451808,#4dd97f,9.557732,19.399933,#b4ae7f,3.5809884,17.729038,#43a87f
113,113,audio_113.wav,0.6104051470756531,0.4509032666683197,0.4925092756748199,0.5830903649330139,-0.1178958714008331,0.1321870982646942,0.7017601,0.70180994,0.34063685,0.7396526,0.567636,0.46812525,-1,2.2413955,13.846125,#99ce7f,2.1356318,17.73439,#aadf7f,7.75753,15.528499,#a0df7f,6.8216934,20.111864,#57d97f,6.1770144,18.440971,#9ccf7f
114,114,audio_114.wav,0.6104051470756531,0.4509032666683197,0.5230910181999207,0.5597560405731201,-0.0873141288757324,0.1088527739048004,0.7220294,0.37900925,0.9245746,0.644942,0.41558054,0.4169406,-1,0.018291375,11.950342,#4d747f,-0.7351262,16.034176,#48847f,5.161647,14.888736,#4ab17f,9.35889,18.784578,#ad897f,3.9186487,17.009724,#4f807f
115,115,audio_115.wav,0.6104051470756531,0.4509032666683197,0.5038992166519165,0.5743223428726196,-0.1065059304237365,0.1234190762042999,0.6802115,0.47039247,0.22118807,0.6982534,0.5134515,0.44114155,-1,1.4663454,13.616992,#7ec37f,1.1029323,17.261446,#87c67f,7.085387,15.6324835,#8ae67f,7.8799853,19.86248,#7bca7f,5.5053644,18.634283,#85da7f
116,116,audio_116.wav,0.6104051470756531,0.4509032666683197,0.4568144381046295,0.6159826517105103,-0.1535907089710235,0.1650793850421905,0.31899452,0.84479976,0.7776618,0.73446125,0.769883,0.51224804,-1,3.7061381,12.613081,#ca937f,3.1188552,16.06804,#cc867f,8.795077,13.662689,#c3597f,5.703134,18.6214,#317f7f,7.689747,17.242916,#cf8d7f
117,117,audio_117.wav,0.6104051470756531,0.4509032666683197,0.4921225309371948,0.5829994678497314,-0.1182826161384582,0.1320962011814117,0.18438041,0.4561321,0.75176615,0.67661107,0.57296044,0.44496065,-1,1.5348066,13.194248,#81af7f,1.0192783,16.646957,#84a57f,6.9216394,15.131926,#84c27f,7.793725,19.640232,#78bc7f,5.3945026,18.047684,#81ba7f
118,118,audio_118.wav,0.6104051470756531,0.4509032666683197,0.5339483618736267,0.5500354766845703,-0.0764567852020263,0.0991322100162506,0.5742922,0.18668938,0.4619589,0.5865099,0.3709387,0.41149563,-1,-0.8135155,12.021991,#31777f,-1.2349553,15.892459,#377d7f,4.5281043,14.924693,#35b37f,10.110167,18.852755,#c78d7f,3.1078615,16.948977,#337d7f
119,119,audio_119.wav,0.6104051470756531,0.4509032666683197,0.5316513180732727,0.5513877272605896,-0.0787538290023803,0.1004844605922699,0.09758484,0.2284919,0.55918545,0.53401345,0.37605852,0.42199394,-1,0.79030114,10.411777,#672a7f,0.11691868,14.339895,#662a7f,5.16604,13.101903,#4a317f,9.024258,17.20975,#a22b7f,4.4551845,15.506569,#612d7f
120,120,audio_120.wav,0.6104051470756531,0.4509032666683197,0.5714299082756042,0.4834991991519928,-0.0389752388000488,0.032595932483673,0.111362636,0.19097054,0.36214173,0.17862204,0.2013928,0.45985183,-1,0.3877992,10.91397,#5a427f,-0.36181533,14.66518,#553b7f,4.9234867,13.674083,#425a7f,9.582942,17.604136,#b5427f,4.2155685,15.923317,#59447f
121,121,audio_121.wav,0.6104051470756531,0.4509032666683197,0.5382985472679138,0.5485396981239319,-0.0721065998077392,0.0976364314556121,0.467422,0.14666355,0.41715223,0.59561455,0.35152683,0.4093804,-1,-0.7400172,12.011185,#33777f,-1.5855193,16.314478,#2b937f,4.5755806,15.365647,#37d37f,10.27198,19.395369,#ccae7f,2.8892593,17.37029,#2b947f
122,122,audio_122.wav,0.6104051470756531,0.4509032666683197,0.5080142021179199,0.5721920728683472,-0.1023909449577331,0.1212888062000274,0.1326654,0.5170842,0.86748195,0.6774917,0.49314508,0.43487218,-1,2.2469633,11.962358,#99747f,1.7272086,15.768372,#9c767f,7.3169065,13.760866,#92607f,7.286755,18.404608,#67727f,6.108843,16.954733,#997d7f
123,123,audio_123.wav,0.6104051470756531,0.4509032666683197,0.470222920179367,0.6073697805404663,-0.140182226896286,0.1564665138721466,0.49019057,0.6782233,0.76440483,0.71918225,0.68625814,0.4783332,-1,3.1030805,14.024888,#b6d77f,2.4702945,17.766539,#b6e17f,8.808677,15.421466,#c3d77f,6.2641644,20.576248,#44f57f,7.030009,18.738016,#b9e07f
124,124,audio_124.wav,0.6104051470756531,0.4509032666683197,0.5315465927124023,0.5538920164108276,-0.0788585543632507,0.1029887497425079,0.23739415,0.3156919,0.5503935,0.656106,0.3821999,0.41593054,-1,0.88228905,11.457876,#6a5c7f,0.32625586,15.255338,#6d5b7f,5.810438,13.951164,#606e7f,8.706231,18.041529,#975d7f,4.709815,16.423811,#6a5f7f
125,125,audio_125.wav,0.6104051470756531,0.4509032666683197,0.5703302621841431,0.4729561805725097,-0.04007488489151,0.02205291390419,0.057085752,0.18577433,0.61470234,0.10427341,0.20428713,0.4798759,-1,0.35277322,9.753858,#580b7f,-0.17881337,13.649928,#5b057f,4.6093473,12.532436,#38087f,9.672137,16.765833,#b8107f,4.1446214,14.856046,#56097f
126,126,audio_126.wav,0.6104051470756531,0.4509032666683197,0.5182453989982605,0.5614862442016602,-0.0921597480773925,0.1105829775333404,0.45432627,0.5039842,0.3236395,0.70265704,0.44397405,0.43548247,-1,1.4602766,13.075769,#7ea97f,1.1802182,16.53267,#8a9f7f,6.907356,15.165236,#84c57f,7.93789,19.003202,#7d967f,5.404578,17.721529,#81a77f
127,127,audio_127.wav,0.6104051470756531,0.4509032666683197,0.4823671877384186,0.5943053364753723,-0.1280379593372345,0.1434020698070526,0.31783742,0.6983267,0.85735285,0.7274136,0.6241562,0.4712105,-1,2.2866538,12.397654,#9a897f,1.8065618,16.407877,#9f987f,7.3694043,14.373324,#938c7f,6.903135,19.273497,#5aa67f,6.257747,17.641945,#9ea37f
128,128,audio_128.wav,0.6104051470756531,0.4509032666683197,0.5580203533172607,0.4950971901416778,-0.0523847937583923,0.0441939234733581,0.8393348,0.039457917,0.5003752,0.34750146,0.26291135,0.43390974,-1,-2.064146,11.395909,#07597f,-2.430023,15.386782,#0f627f,3.2283704,15.249962,#0acb7f,11.392155,19.075706,#f29b7f,1.8643688,16.870047,#08787f
129,129,audio_129.wav,0.6104051470756531,0.4509032666683197,0.5536364912986755,0.4923562109470367,-0.0567686557769775,0.041452944278717,0.08636689,0.29119515,0.02174431,0.22485517,0.2797477,0.46024916,-1,0.44950408,9.972471,#5c157f,0.021677388,13.937698,#62157f,4.8508744,12.727146,#40167f,9.442544,16.957676,#b01c7f,4.231329,15.140633,#59187f
130,130,audio_130.wav,0.6104051470756531,0.4509032666683197,0.4683209657669067,0.6118727922439575,-0.1420841813087463,0.1609695255756378,0.5950828,0.6593434,0.14847589,0.7458537,0.7018338,0.50033385,-1,2.7187226,13.1591835,#a9ad7f,2.4524732,16.644718,#b5a57f,8.177697,14.451438,#ae927f,6.5516033,19.452381,#4eb17f,6.781832,17.864862,#b0af7f
131,131,audio_131.wav,0.6104051470756531,0.4509032666683197,0.5252681970596313,0.5562321543693542,-0.0851369500160217,0.1053288877010345,0.793808,0.23849404,0.089469135,0.67109203,0.41030204,0.4217809,-1,-0.9929084,12.058811,#2b797f,-1.4334986,16.305723,#31937f,4.3462043,15.395279,#2fd57f,10.199629,19.201378,#caa27f,2.9708629,17.41526,#2e967f
